PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
295,102,PO-2026-0102,3051,Insulated Ski Jacket - Men's,Ski,102,102.0,225.91,23042.82,Received,2026-02-26,2026-02-26,Supplier SKU: FAB-3051,system,2026-02-12 00:00:00
296,102,PO-2026-0102,3101,Winter Boots - Insulated,Ski,34,34.0,134.25,4564.5,Received,2026-02-26,2026-02-26,Supplier SKU: FAB-3101,system,2026-02-12 00:00:00
297,102,PO-2026-0102,3032,Comfort Fit Recreational Boots,Ski,69,69.0,315.01,21735.69,Received,2026-02-26,2026-02-26,Supplier SKU: FAB-3032,system,2026-02-12 00:00:00
298,103,PO-2026-0103,2091,Spatula,Kitchen,1,,8.1,8.1,Pending,2026-05-08,,Supplier SKU: PRO-2091,system,2026-04-28 00:00:00
299,103,PO-2026-0103,2031,Coffee Mug,Kitchen,44,,23.14,1018.16,Pending,2026-05-08,,Supplier SKU: PRO-2031,system,2026-04-28 00:00:00
300,104,PO-2026-0104,2012,Espresso Machine,Kitchen,38,,292.82,11127.16,Shipped,2026-05-09,,Supplier SKU: PRO-2012,system,2026-04-27 00:00:00
301,104,PO-2026-0104,2121,Bamboo Cutting Board Set,Kitchen,109,,30.11,3281.99,Shipped,2026-05-09,,Supplier SKU: PRO-2121,system,2026-04-27 00:00:00
302,104,PO-2026-0104,2081,Food Storage Set,Kitchen,42,,25.51,1071.42,Shipped,2026-05-09,,Supplier SKU: PRO-2081,system,2026-04-27 00:00:00
303,104,PO-2026-0104,2021,Chef Knife,Kitchen,8,,64.1,512.8,Shipped,2026-05-09,,Supplier SKU: PRO-2021,system,2026-04-27 00:00:00
304,105,PO-2026-0105,3081,All-Temp Ski Wax Kit,Ski,70,70.0,49.05,3433.5,Received,2026-03-27,2026-03-28,Supplier SKU: ALP-3081,system,2026-03-16 00:00:00
305,106,PO-2026-0106,1523,TrailLite Daypack,Camping,25,25.0,59.86,1496.5,Received,2026-02-11,2026-02-11,Supplier SKU: CON-1523,system,2026-01-31 00:00:00
306,106,PO-2026-0106,1572,MountainDream Sleeping Bag,Camping,14,14.0,229.67,3215.38,Received,2026-02-11,2026-02-11,Supplier SKU: CON-1572,system,2026-01-31 00:00:00
307,106,PO-2026-0106,1553,Adventure Dining Table,Camping,28,28.0,94.57,2647.96,Received,2026-02-11,2026-02-11,Supplier SKU: CON-1553,system,2026-01-31 00:00:00
308,107,PO-2026-0107,3013,Beginner's Choice Alpine Skis - 160cm,Ski,21,21.0,309.36,6496.56,Received,2026-04-16,2026-04-16,Supplier SKU: ALP-3013,system,2026-04-05 00:00:00
309,107,PO-2026-0107,3041,Carbon Fiber Racing Poles - 120cm,Ski,49,49.0,111.19,5448.31,Received,2026-04-16,2026-04-16,Supplier SKU: ALP-3041,system,2026-04-05 00:00:00
310,107,PO-2026-0107,3082,Edge Tuning Tool Set,Ski,30,30.0,94.57,2837.1,Received,2026-04-16,2026-04-16,Supplier SKU: ALP-3082,system,2026-04-05 00:00:00
311,107,PO-2026-0107,3051,Insulated Ski Jacket - Men's,Ski,172,172.0,232.87,40053.64,Received,2026-04-16,2026-04-16,Supplier SKU: ALP-3051,system,2026-04-05 00:00:00
312,108,PO-2026-0108,1552,TrekMaster Camping Chair,Camping,2,2.0,57.01,114.02,Received,2026-04-14,2026-04-14,Supplier SKU: WOR-1552,system,2026-03-22 00:00:00
313,108,PO-2026-0108,3021,Nordic Classic XC Skis - 185cm,Ski,108,108.0,251.16,27125.28,Received,2026-04-14,2026-04-14,Supplier SKU: WOR-3021,system,2026-03-22 00:00:00
314,109,PO-2026-0109,2121,Bamboo Cutting Board Set,Kitchen,116,116.0,30.11,3492.76,Received,2026-04-12,2026-04-15,Supplier SKU: PRO-2121,system,2026-03-31 00:00:00
315,109,PO-2026-0109,2012,Espresso Machine,Kitchen,21,21.0,292.82,6149.22,Received,2026-04-12,2026-04-15,Supplier SKU: PRO-2012,system,2026-03-31 00:00:00
316,109,PO-2026-0109,2022,Fork Set,Kitchen,39,39.0,32.43,1264.77,Received,2026-04-12,2026-04-15,Supplier SKU: PRO-2022,system,2026-03-31 00:00:00
317,109,PO-2026-0109,2081,Food Storage Set,Kitchen,49,49.0,25.51,1249.99,Received,2026-04-12,2026-04-15,Supplier SKU: PRO-2081,system,2026-03-31 00:00:00
318,110,PO-2026-0110,2111,High-Speed Blender,Kitchen,92,,140.42,12918.64,Shipped,2026-03-21,,Supplier SKU: PRO-2111,system,2026-03-06 00:00:00
319,110,PO-2026-0110,2021,Chef Knife,Kitchen,15,,64.1,961.5,Shipped,2026-03-21,,Supplier SKU: PRO-2021,system,2026-03-06 00:00:00
320,110,PO-2026-0110,2091,Spatula,Kitchen,3,,8.1,24.3,Shipped,2026-03-21,,Supplier SKU: PRO-2091,system,2026-03-06 00:00:00
321,111,PO-2026-0111,1552,TrekMaster Camping Chair,Camping,5,5.0,57.01,285.05,Received,2026-03-01,2026-03-04,Supplier SKU: WOR-1552,system,2026-02-08 00:00:00
322,111,PO-2026-0111,3021,Nordic Classic XC Skis - 185cm,Ski,121,107.0,251.16,30390.36,Backordered,2026-03-01,2026-03-04,Supplier SKU: WOR-3021,system,2026-02-08 00:00:00
323,111,PO-2026-0111,3082,Edge Tuning Tool Set,Ski,92,81.0,95.56,8791.52,Backordered,2026-03-01,2026-03-04,Supplier SKU: WOR-3082,system,2026-02-08 00:00:00
324,111,PO-2026-0111,3091,Freestyle Snowboard - 155cm,Ski,42,42.0,531.14,22307.88,Received,2026-03-01,2026-03-04,Supplier SKU: WOR-3091,system,2026-02-08 00:00:00
325,111,PO-2026-0111,2071,Baking Pan,Kitchen,96,96.0,24.48,2350.08,Received,2026-03-01,2026-03-04,Supplier SKU: WOR-2071,system,2026-02-08 00:00:00
326,112,PO-2026-0112,2011,Coffee Maker,Kitchen,99,99.0,142.65,14122.35,Received,2026-03-27,2026-03-30,Supplier SKU: PRO-2011,system,2026-03-18 00:00:00
327,113,PO-2026-0113,1553,Adventure Dining Table,Camping,41,41.0,94.57,3877.37,Received,2026-03-23,2026-03-25,Supplier SKU: CON-1553,system,2026-03-14 00:00:00
328,113,PO-2026-0113,1572,MountainDream Sleeping Bag,Camping,23,23.0,229.67,5282.41,Received,2026-03-23,2026-03-25,Supplier SKU: CON-1572,system,2026-03-14 00:00:00
329,113,PO-2026-0113,1523,TrailLite Daypack,Camping,47,47.0,59.86,2813.42,Received,2026-03-23,2026-03-25,Supplier SKU: CON-1523,system,2026-03-14 00:00:00
330,113,PO-2026-0113,1532,TrailBlaze Hiking Pants,Camping,37,37.0,67.2,2486.4,Received,2026-03-23,2026-03-25,Supplier SKU: CON-1532,system,2026-03-14 00:00:00
331,114,PO-2026-0114,3051,Insulated Ski Jacket - Men's,Ski,111,111.0,225.91,25076.01,Received,2026-04-06,2026-04-07,Supplier SKU: FAB-3051,system,2026-03-21 00:00:00
332,114,PO-2026-0114,3032,Comfort Fit Recreational Boots,Ski,112,112.0,315.01,35281.12,Received,2026-04-06,2026-04-07,Supplier SKU: FAB-3032,system,2026-03-21 00:00:00
333,114,PO-2026-0114,3101,Winter Boots - Insulated,Ski,114,114.0,134.25,15304.5,Received,2026-04-06,2026-04-07,Supplier SKU: FAB-3101,system,2026-03-21 00:00:00
334,115,PO-2026-0115,3082,Edge Tuning Tool Set,Ski,121,,95.56,11562.76,Pending,2026-05-13,,Supplier SKU: WOR-3082,system,2026-04-23 00:00:00
335,115,PO-2026-0115,1552,TrekMaster Camping Chair,Camping,2,,57.01,114.02,Pending,2026-05-13,,Supplier SKU: WOR-1552,system,2026-04-23 00:00:00
336,115,PO-2026-0115,2071,Baking Pan,Kitchen,229,,24.48,5605.92,Pending,2026-05-13,,Supplier SKU: WOR-2071,system,2026-04-23 00:00:00
337,115,PO-2026-0115,3091,Freestyle Snowboard - 155cm,Ski,29,,531.14,15403.06,Pending,2026-05-13,,Supplier SKU: WOR-3091,system,2026-04-23 00:00:00
338,116,PO-2026-0116,1572,MountainDream Sleeping Bag,Camping,38,38.0,229.67,8727.46,Received,2026-04-09,2026-04-10,Supplier SKU: CON-1572,system,2026-03-25 00:00:00
339,117,PO-2026-0117,3021,Nordic Classic XC Skis - 185cm,Ski,149,149.0,251.16,37422.84,Received,2026-03-05,2026-03-07,Supplier SKU: WOR-3021,system,2026-02-10 00:00:00
340,117,PO-2026-0117,1552,TrekMaster Camping Chair,Camping,1,1.0,57.01,57.01,Received,2026-03-05,2026-03-07,Supplier SKU: WOR-1552,system,2026-02-10 00:00:00
341,117,PO-2026-0117,2071,Baking Pan,Kitchen,93,93.0,24.48,2276.64,Received,2026-03-05,2026-03-07,Supplier SKU: WOR-2071,system,2026-02-10 00:00:00
342,117,PO-2026-0117,3082,Edge Tuning Tool Set,Ski,84,70.0,95.56,8027.04,Backordered,2026-03-05,2026-03-07,Supplier SKU: WOR-3082,system,2026-02-10 00:00:00
343,117,PO-2026-0117,3091,Freestyle Snowboard - 155cm,Ski,23,23.0,531.14,12216.22,Received,2026-03-05,2026-03-07,Supplier SKU: WOR-3091,system,2026-02-10 00:00:00
344,118,PO-2026-0118,3101,Winter Boots - Insulated,Ski,54,46.0,134.25,7249.5,Backordered,2026-04-13,2026-04-13,Supplier SKU: FAB-3101,system,2026-03-29 00:00:00
345,118,PO-2026-0118,3051,Insulated Ski Jacket - Men's,Ski,124,124.0,225.91,28012.84,Received,2026-04-13,2026-04-13,Supplier SKU: FAB-3051,system,2026-03-29 00:00:00
346,119,PO-2026-0119,3031,Pro Flex Racing Ski Boots,Ski,24,24.0,435.5,10452.0,Received,2026-04-20,2026-04-22,Supplier SKU: ALP-3031,system,2026-04-06 00:00:00
347,119,PO-2026-0119,3012,Mountain Master All-Terrain Skis - 165cm,Ski,5,5.0,653.67,3268.35,Received,2026-04-20,2026-04-22,Supplier SKU: ALP-3012,system,2026-04-06 00:00:00
348,119,PO-2026-0119,3052,Thermal Base Layer Set - Women's,Ski,136,136.0,107.61,14634.96,Received,2026-04-20,2026-04-22,Supplier SKU: ALP-3052,system,2026-04-06 00:00:00
349,119,PO-2026-0119,3081,All-Temp Ski Wax Kit,Ski,145,145.0,49.05,7112.25,Received,2026-04-20,2026-04-22,Supplier SKU: ALP-3081,system,2026-04-06 00:00:00
