PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
315,105,PO-2026-0105,1541,TrekReady Hiking Boots,Camping,19,19.0,127.43,2421.17,Received,2026-03-22,2026-03-25,Supplier SKU: CON-1541,system,2026-03-11
316,105,PO-2026-0105,1511,Alpine Explorer Tent,Camping,18,18.0,283.37,5100.66,Received,2026-03-22,2026-03-25,Supplier SKU: CON-1511,system,2026-03-11
317,105,PO-2026-0105,1553,Adventure Dining Table,Camping,229,229.0,91.38,20926.02,Received,2026-03-22,2026-03-25,Supplier SKU: CON-1553,system,2026-03-11
318,105,PO-2026-0105,1551,BaseCamp Folding Table,Camping,241,241.0,67.04,16156.64,Received,2026-03-22,2026-03-25,Supplier SKU: CON-1551,system,2026-03-11
319,106,PO-2026-0106,3091,Freestyle Snowboard - 155cm,Ski,7,7.0,456.94,3198.58,Received,2026-02-15,2026-02-17,Supplier SKU: ALP-3091,system,2026-02-04
320,106,PO-2026-0106,3103,Snowboard Bindings - Pro,Ski,8,8.0,180.33,1442.64,Received,2026-02-15,2026-02-17,Supplier SKU: ALP-3103,system,2026-02-04
321,106,PO-2026-0106,3012,Mountain Master All-Terrain Skis - 165cm,Ski,152,152.0,597.44,90810.88,Received,2026-02-15,2026-02-17,Supplier SKU: ALP-3012,system,2026-02-04
322,107,PO-2026-0107,3102,Winter Hiking Boots - Waterproof,Ski,3,3.0,194.91,584.73,Received,2026-04-23,2026-04-23,Supplier SKU: FAB-3102,system,2026-04-08
323,107,PO-2026-0107,3011,Alpine Pro Racing Skis - 170cm,Ski,28,28.0,910.08,25482.24,Received,2026-04-23,2026-04-23,Supplier SKU: FAB-3011,system,2026-04-08
324,107,PO-2026-0107,3053,Waterproof Ski Pants,Ski,195,195.0,211.38,41219.1,Received,2026-04-23,2026-04-23,Supplier SKU: FAB-3053,system,2026-04-08
325,108,PO-2026-0108,3041,Carbon Fiber Racing Poles - 120cm,Ski,44,44.0,127.74,5620.56,Received,2026-04-13,2026-04-15,Supplier SKU: ALP-3041,system,2026-03-28
326,108,PO-2026-0108,3092,All-Mountain Snowboard - 158cm,Ski,12,12.0,540.11,6481.32,Received,2026-04-13,2026-04-15,Supplier SKU: ALP-3092,system,2026-03-28
327,108,PO-2026-0108,3062,Anti-Fog Ski Goggles,Ski,4,4.0,81.58,326.32,Received,2026-04-13,2026-04-15,Supplier SKU: ALP-3062,system,2026-03-28
328,109,PO-2026-0109,1572,MountainDream Sleeping Bag,Camping,4,2.0,222.59,890.36,Backordered,2026-03-31,2026-04-02,Supplier SKU: CON-1572,system,2026-03-20
329,109,PO-2026-0109,1532,TrailBlaze Hiking Pants,Camping,6,6.0,67.64,405.84,Received,2026-03-31,2026-04-02,Supplier SKU: CON-1532,system,2026-03-20
330,109,PO-2026-0109,1552,TrekMaster Camping Chair,Camping,21,21.0,58.45,1227.45,Received,2026-03-31,2026-04-02,Supplier SKU: CON-1552,system,2026-03-20
331,110,PO-2026-0110,3062,Anti-Fog Ski Goggles,Ski,39,39.0,94.79,3696.81,Received,2026-04-08,2026-04-11,Supplier SKU: FAB-3062,system,2026-03-26
332,111,PO-2026-0111,1572,MountainDream Sleeping Bag,Camping,3,3.0,222.59,667.77,Received,2026-03-20,2026-03-21,Supplier SKU: CON-1572,system,2026-03-11
333,111,PO-2026-0111,1521,Adventurer Pro Backpack,Camping,10,10.0,122.8,1228.0,Received,2026-03-20,2026-03-21,Supplier SKU: CON-1521,system,2026-03-11
334,111,PO-2026-0111,1561,EcoFire Camping Stove,Camping,114,79.0,82.06,9354.84,Backordered,2026-03-20,2026-03-21,Supplier SKU: CON-1561,system,2026-03-11
335,111,PO-2026-0111,1551,BaseCamp Folding Table,Camping,58,58.0,67.04,3888.32,Received,2026-03-20,2026-03-21,Supplier SKU: CON-1551,system,2026-03-11
336,111,PO-2026-0111,1571,CozyNights Sleeping Bag,Camping,184,184.0,109.65,20175.6,Received,2026-03-20,2026-03-21,Supplier SKU: CON-1571,system,2026-03-11
337,112,PO-2026-0112,1511,Alpine Explorer Tent,Camping,21,,360.55,7571.55,Shipped,2026-02-22,,Supplier SKU: WOR-1511,system,2026-02-02
338,112,PO-2026-0112,3101,Winter Boots - Insulated,Ski,43,,132.32,5689.76,Shipped,2026-02-22,,Supplier SKU: WOR-3101,system,2026-02-02
339,112,PO-2026-0112,3012,Mountain Master All-Terrain Skis - 165cm,Ski,119,,676.38,80489.22,Shipped,2026-02-22,,Supplier SKU: WOR-3012,system,2026-02-02
340,113,PO-2026-0113,1542,TrailWalker Hiking Shoes,Camping,5,5.0,90.83,454.15,Received,2026-03-09,2026-03-09,Supplier SKU: CON-1542,system,2026-02-27
341,113,PO-2026-0113,1561,EcoFire Camping Stove,Camping,26,26.0,82.06,2133.56,Received,2026-03-09,2026-03-09,Supplier SKU: CON-1561,system,2026-02-27
342,113,PO-2026-0113,1552,TrekMaster Camping Chair,Camping,7,7.0,58.45,409.15,Received,2026-03-09,2026-03-09,Supplier SKU: CON-1552,system,2026-02-27
343,113,PO-2026-0113,1521,Adventurer Pro Backpack,Camping,20,20.0,122.8,2456.0,Received,2026-03-09,2026-03-09,Supplier SKU: CON-1521,system,2026-02-27
344,114,PO-2026-0114,3102,Winter Hiking Boots - Waterproof,Ski,3,3.0,194.91,584.73,Received,2026-03-08,2026-03-21,Supplier SKU: FAB-3102,system,2026-02-23
345,114,PO-2026-0114,3053,Waterproof Ski Pants,Ski,112,112.0,211.38,23674.56,Received,2026-03-08,2026-03-21,Supplier SKU: FAB-3053,system,2026-02-23
346,115,PO-2026-0115,3092,All-Mountain Snowboard - 158cm,Ski,22,22.0,540.11,11882.42,Received,2026-03-13,2026-03-14,Supplier SKU: ALP-3092,system,2026-03-02
347,115,PO-2026-0115,3051,Insulated Ski Jacket - Men's,Ski,76,76.0,226.49,17213.24,Received,2026-03-13,2026-03-14,Supplier SKU: ALP-3051,system,2026-03-02
348,115,PO-2026-0115,3103,Snowboard Bindings - Pro,Ski,25,25.0,180.33,4508.25,Received,2026-03-13,2026-03-14,Supplier SKU: ALP-3103,system,2026-03-02
349,115,PO-2026-0115,3053,Waterproof Ski Pants,Ski,15,15.0,154.8,2322.0,Received,2026-03-13,2026-03-14,Supplier SKU: ALP-3053,system,2026-03-02
350,115,PO-2026-0115,3021,Nordic Classic XC Skis - 185cm,Ski,25,25.0,262.32,6558.0,Received,2026-03-13,2026-03-14,Supplier SKU: ALP-3021,system,2026-03-02
